FeTrIL,DDGR,VAE - BBox,TaskVAE,DAR
0.153184165232358,0.4576018359150889,0.5285140562248996,0.5460699942627654,0.7137119908204246
0.1944922547332186,0.580722891566265,0.523580034423408,0.640390131956397,0.7809523809523811
0.1497418244406196,0.5096959265633965,0.4647160068846815,0.4853700516351119,0.721055651176133
0.1818703384968445,0.4703384968445209,0.5558232931726907,0.6366035570854848,0.712564543889845
0.1818703384968445,0.4707974756167526,0.6699942627653471,0.604016064257028,0.8321285140562249
0.1640849110728628,0.4086058519793459,0.393689041881813,0.4081468732071142,0.6274239816408491
0.1818703384968445,0.431784279977051,0.5874928284566838,0.651176133103844,0.8376362593230062
0.153184165232358,0.4359150889271371,0.5710843373493976,0.5449225473321858,0.5933448078026392
0.1640849110728628,0.4925989672977624,0.491336775674125,0.4935169248422261,0.6195065978198508
0.153184165232358,0.5451520367183018,0.5505450372920253,0.5690189328743546,0.7302352266207688
0.1566265060240964,0.5041881812966149,0.4930579460699942,0.5357429718875502,0.7581181870338497
0.1566265060240964,0.4584050487664944,0.4757314974182444,0.4837636259323005,0.6919104991394148
0.1640849110728628,0.4838783706253585,0.4987951807228915,0.4815834767641996,0.6528973034997132
0.1818703384968445,0.4615031554790591,0.6159495123350545,0.5764773379231211,0.7404475043029259
0.1640849110728628,0.5006310958118186,0.4506024096385542,0.4257028112449799,0.6252438324727482
0.1497418244406196,0.4315547905909351,0.5155479059093516,0.4930579460699943,0.7325301204819278
0.1566265060240964,0.5189902467010901,0.4898450946643717,0.4707974756167526,0.693631669535284
0.1566265060240964,0.4773379231210556,0.5698221457257603,0.5300057372346528,0.7282845668387836
0.1818703384968445,0.4982214572576018,0.6207687894434883,0.6379804934021802,0.8043602983362019
0.1944922547332186,0.4601262191623637,0.5855421686746988,0.5272518646012622,0.7294320137693632
0.1640849110728628,0.4449799196787148,0.4979919678714859,0.5474469305794607,0.6239816408491108
0.1566265060240964,0.4857142857142856,0.5545611015490534,0.4852553069420539,0.699942627653471
0.1944922547332186,0.5751004016064256,0.5588066551921974,0.5567412507171543,0.8174411933448077
0.1640849110728628,0.4362593230063109,0.4898450946643717,0.4741250717154331,0.6044750430292598
0.1818703384968445,0.5110728628800917,0.5974756167527252,0.6006884681583478,0.8358003442340791
0.153184165232358,0.4802065404475042,0.6283419391853127,0.5994262765347103,0.7613310384394721
0.1944922547332186,0.4740103270223752,0.6790590935169248,0.6395869191049914,0.7134825014343087
0.1640849110728628,0.5226620768789443,0.4909925415949512,0.4854847963281697,0.6206540447504303
0.1566265060240964,0.4410786001147447,0.5059093516924842,0.4779116465863453,0.7242685025817556
0.1944922547332186,0.533907056798623,0.5092369477911646,0.5791164658634539,0.7600688468158348
