FeTrIL,DDGR,VAE - Filter,VAE - GMM
0.0,0.1564356435643564,0.2283828382838283,0.4594059405940595
0.0013245033112582,0.1258278145695364,0.2271523178807946,0.5039735099337748
0.0,0.1745704467353951,0.2639175257731958,0.4639175257731958
0.0,0.1255972696245733,0.2866894197952218,0.4948805460750853
0.0,0.1757009345794392,0.157632398753894,0.4853582554517134
0.0,0.1412587412587412,0.2797202797202797,0.427972027972028
0.0,0.0778571428571428,0.1807142857142857,0.4135714285714285
0.0,0.1236245954692556,0.1281553398058252,0.3967637540453074
0.0,0.1796721311475409,0.1783606557377048,0.3265573770491803
0.0,0.0976271186440677,0.1728813559322033,0.4433898305084745
0.0488448844884488,0.1445544554455445,0.3584158415841584,0.499009900990099
0.0,0.1767123287671232,0.2691780821917807,0.4952054794520547
0.0,0.1157190635451504,0.2354515050167223,0.4434782608695652
0.0,0.1282894736842104,0.2414473684210526,0.4894736842105264
0.0,0.0505050505050505,0.28013468013468,0.4255892255892256
0.0,0.1225165562913906,0.2602649006622516,0.3125827814569536
0.0,0.1522491349480969,0.2761245674740484,0.3833910034602076
0.0,0.1063545150501671,0.2622073578595317,0.545819397993311
0.0,0.0894197952218429,0.2402730375426621,0.3276450511945392
0.0,0.1322259136212624,0.3421926910299003,0.6039867109634551
0.0,0.1291803278688524,0.2150819672131147,0.300327868852459
0.0254295532646047,0.1037800687285222,0.3999999999999999,0.4192439862542955
0.0235668789808917,0.1414012738853502,0.3394904458598725,0.4165605095541401
0.0,0.1692307692307691,0.144055944055944,0.3013986013986013
0.0,0.1363013698630137,0.1712328767123287,0.5082191780821919
0.0,0.1326860841423947,0.2090614886731391,0.3100323624595469
0.0,0.1138983050847457,0.1410169491525423,0.5267796610169492
0.0136518771331058,0.1290102389078498,0.3406143344709897,0.5324232081911263
0.0006578947368421,0.150657894736842,0.1644736842105263,0.4243421052631578
0.0,0.0467353951890034,0.1718213058419243,0.3828178694158075
